15-2-3 20:39:55.9|Info|Bootstrap|Starting NzbDrone - /usr/lib/sonarr/NzbDrone.exe - Version 2.0.0.2722
15-2-3 20:39:58.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (37, '2015-02-04T02:39:58', 'add_configurable_qualities')
15-2-3 20:39:58.3|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.3|Debug|MigrationLogger|37: add_configurable_qualities migrated
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0098410
15-2-3 20:39:58.3|Info|MigrationLogger|*** 38: add_on_upgrade_to_notifications migrating ***
15-2-3 20:39:58.3|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.3|Info|add_on_upgrade_to_notifications|Starting migration  to 38
15-2-3 20:39:58.3|Debug|MigrationLogger|AlterTable Notifications
15-2-3 20:39:58.3|Debug|MigrationLogger|
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0001720
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateColumn Notifications OnUpgrade Boolean
15-2-3 20:39:58.3|Debug|MigrationLogger|ALTER TABLE "Notifications" ADD COLUMN "OnUpgrade" INTEGER
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0005010
15-2-3 20:39:58.3|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Notifications SET OnUpgrade = OnDownload
15-2-3 20:39:58.3|Debug|MigrationLogger|UPDATE Notifications SET OnUpgrade = OnDownload
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0002960
15-2-3 20:39:58.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (38, '2015-02-04T02:39:58', 'add_on_upgrade_to_notifications')
15-2-3 20:39:58.3|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.3|Debug|MigrationLogger|38: add_on_upgrade_to_notifications migrated
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0132110
15-2-3 20:39:58.3|Info|MigrationLogger|*** 39: add_metadata_tables migrating ***
15-2-3 20:39:58.3|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.3|Info|add_metadata_tables|Starting migration  to 39
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateTable Metadata
15-2-3 20:39:58.3|Debug|MigrationLogger|CREATE TABLE "Metadata" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Enable" INTEGER NOT NULL, "Name" TEXT NOT NULL, "Implementation" TEXT NOT NULL, "Settings" TEXT NOT NULL, "ConfigContract" TEXT NOT NULL)
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0008520
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateTable MetadataFiles
15-2-3 20:39:58.3|Debug|MigrationLogger|CREATE TABLE "MetadataFiles" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "SeriesId" INTEGER NOT NULL, "Consumer" TEXT NOT NULL, "Type" INTEGER NOT NULL, "RelativePath" TEXT NOT NULL, "LastUpdated" DATETIME NOT NULL, "SeasonNumber" INTEGER, "EpisodeFileId" INTEGER)
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0009780
15-2-3 20:39:58.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (39, '2015-02-04T02:39:58', 'add_metadata_tables')
15-2-3 20:39:58.3|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.3|Debug|MigrationLogger|39: add_metadata_tables migrated
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0108050
15-2-3 20:39:58.3|Info|MigrationLogger|*** 40: add_metadata_to_episodes_and_series migrating ***
15-2-3 20:39:58.3|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.3|Info|add_metadata_to_episodes_and_series|Starting migration  to 40
15-2-3 20:39:58.3|Debug|MigrationLogger|AlterTable Series
15-2-3 20:39:58.3|Debug|MigrationLogger|
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0001700
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateColumn Series Actors String
15-2-3 20:39:58.3|Debug|MigrationLogger|ALTER TABLE "Series" ADD COLUMN "Actors" TEXT
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0005130
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateColumn Series Ratings String
15-2-3 20:39:58.3|Debug|MigrationLogger|ALTER TABLE "Series" ADD COLUMN "Ratings" TEXT
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0004900
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateColumn Series Genres String
15-2-3 20:39:58.3|Debug|MigrationLogger|ALTER TABLE "Series" ADD COLUMN "Genres" TEXT
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0004990
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateColumn Series Certification String
15-2-3 20:39:58.3|Debug|MigrationLogger|ALTER TABLE "Series" ADD COLUMN "Certification" TEXT
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0004970
15-2-3 20:39:58.3|Debug|MigrationLogger|AlterTable Episodes
15-2-3 20:39:58.3|Debug|MigrationLogger|
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0001840
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateColumn Episodes Ratings String
15-2-3 20:39:58.3|Debug|MigrationLogger|ALTER TABLE "Episodes" ADD COLUMN "Ratings" TEXT
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0004580
15-2-3 20:39:58.3|Debug|MigrationLogger|CreateColumn Episodes Images String
15-2-3 20:39:58.3|Debug|MigrationLogger|ALTER TABLE "Episodes" ADD COLUMN "Images" TEXT
15-2-3 20:39:58.3|Debug|MigrationLogger|Took: 00:00:00.0004510
15-2-3 20:39:58.3|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (40, '2015-02-04T02:39:58', 'add_metadata_to_episodes_and_series')
15-2-3 20:39:58.3|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.4|Debug|MigrationLogger|40: add_metadata_to_episodes_and_series migrated
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0143460
15-2-3 20:39:58.4|Info|MigrationLogger|*** 41: fix_xbmc_season_images_metadata migrating ***
15-2-3 20:39:58.4|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.4|Info|fix_xbmc_season_images_metadata|Starting migration  to 41
15-2-3 20:39:58.4|Debug|MigrationLogger|ExecuteSqlStatement UPDATE MetadataFiles SET Type = 4 WHERE Consumer = 'XbmcMetadata' AND SeasonNumber IS NOT NULL
15-2-3 20:39:58.4|Debug|MigrationLogger|UPDATE MetadataFiles SET Type = 4 WHERE Consumer = 'XbmcMetadata' AND SeasonNumber IS NOT NULL
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0003880
15-2-3 20:39:58.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (41, '2015-02-04T02:39:58', 'fix_xbmc_season_images_metadata')
15-2-3 20:39:58.4|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.4|Debug|MigrationLogger|41: fix_xbmc_season_images_metadata migrated
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0039200
15-2-3 20:39:58.4|Info|MigrationLogger|*** 42: add_download_clients_table migrating ***
15-2-3 20:39:58.4|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.4|Info|add_download_clients_table|Starting migration  to 42
15-2-3 20:39:58.4|Debug|MigrationLogger|CreateTable DownloadClients
15-2-3 20:39:58.4|Debug|MigrationLogger|CREATE TABLE "DownloadClients" ("Id" INTEGER NOT NULL PRIMARY KEY AUTOINCREMENT, "Enable" INTEGER NOT NULL, "Name" TEXT NOT NULL, "Implementation" TEXT NOT NULL, "Settings" TEXT NOT NULL, "ConfigContract" TEXT NOT NULL, "Protocol" INTEGER NOT NULL)
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0009200
15-2-3 20:39:58.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (42, '2015-02-04T02:39:58', 'add_download_clients_table')
15-2-3 20:39:58.4|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.4|Debug|MigrationLogger|42: add_download_clients_table migrated
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0115160
15-2-3 20:39:58.4|Info|MigrationLogger|*** 43: convert_config_to_download_clients migrating ***
15-2-3 20:39:58.4|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.4|Info|convert_config_to_download_clients|Starting migration  to 43
15-2-3 20:39:58.4|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.4|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0014810
15-2-3 20:39:58.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (43, '2015-02-04T02:39:58', 'convert_config_to_download_clients')
15-2-3 20:39:58.4|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.4|Debug|MigrationLogger|43: convert_config_to_download_clients migrated
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0103700
15-2-3 20:39:58.4|Info|MigrationLogger|*** 44: fix_xbmc_episode_metadata migrating ***
15-2-3 20:39:58.4|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.4|Info|fix_xbmc_episode_metadata|Starting migration  to 44
15-2-3 20:39:58.4|Debug|MigrationLogger|ExecuteSqlStatement UPDATE MetadataFiles SET Type = 2 WHERE Consumer = 'XbmcMetadata' AND EpisodeFileId IS NOT NULL AND Type = 4 AND RelativePath LIKE '%.nfo'
15-2-3 20:39:58.4|Debug|MigrationLogger|UPDATE MetadataFiles SET Type = 2 WHERE Consumer = 'XbmcMetadata' AND EpisodeFileId IS NOT NULL AND Type = 4 AND RelativePath LIKE '%.nfo'
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004600
15-2-3 20:39:58.4|Debug|MigrationLogger|ExecuteSqlStatement UPDATE MetadataFiles SET Type = 5 WHERE Consumer = 'XbmcMetadata' AND EpisodeFileId IS NOT NULL AND Type = 4
15-2-3 20:39:58.4|Debug|MigrationLogger|UPDATE MetadataFiles SET Type = 5 WHERE Consumer = 'XbmcMetadata' AND EpisodeFileId IS NOT NULL AND Type = 4
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004050
15-2-3 20:39:58.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (44, '2015-02-04T02:39:58', 'fix_xbmc_episode_metadata')
15-2-3 20:39:58.4|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.4|Debug|MigrationLogger|44: fix_xbmc_episode_metadata migrated
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0130640
15-2-3 20:39:58.4|Info|MigrationLogger|*** 45: add_indexes migrating ***
15-2-3 20:39:58.4|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.4|Info|add_indexes|Starting migration  to 45
15-2-3 20:39:58.4|Debug|MigrationLogger|CreateIndex Blacklist (SeriesId)
15-2-3 20:39:58.4|Debug|MigrationLogger|CREATE INDEX "IX_Blacklist_SeriesId" ON "Blacklist" ("SeriesId" ASC)
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004820
15-2-3 20:39:58.4|Debug|MigrationLogger|CreateIndex EpisodeFiles (SeriesId)
15-2-3 20:39:58.4|Debug|MigrationLogger|CREATE INDEX "IX_EpisodeFiles_SeriesId" ON "EpisodeFiles" ("SeriesId" ASC)
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004850
15-2-3 20:39:58.4|Debug|MigrationLogger|CreateIndex Episodes (EpisodeFileId)
15-2-3 20:39:58.4|Debug|MigrationLogger|CREATE INDEX "IX_Episodes_EpisodeFileId" ON "Episodes" ("EpisodeFileId" ASC)
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004640
15-2-3 20:39:58.4|Debug|MigrationLogger|CreateIndex Episodes (SeriesId)
15-2-3 20:39:58.4|Debug|MigrationLogger|CREATE INDEX "IX_Episodes_SeriesId" ON "Episodes" ("SeriesId" ASC)
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004660
15-2-3 20:39:58.4|Debug|MigrationLogger|CreateIndex History (EpisodeId)
15-2-3 20:39:58.4|Debug|MigrationLogger|CREATE INDEX "IX_History_EpisodeId" ON "History" ("EpisodeId" ASC)
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004410
15-2-3 20:39:58.4|Debug|MigrationLogger|CreateIndex History (Date)
15-2-3 20:39:58.4|Debug|MigrationLogger|CREATE INDEX "IX_History_Date" ON "History" ("Date" ASC)
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004280
15-2-3 20:39:58.4|Debug|MigrationLogger|CreateIndex Series (Path)
15-2-3 20:39:58.4|Debug|MigrationLogger|CREATE INDEX "IX_Series_Path" ON "Series" ("Path" ASC)
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004150
15-2-3 20:39:58.4|Debug|MigrationLogger|CreateIndex Series (CleanTitle)
15-2-3 20:39:58.4|Debug|MigrationLogger|CREATE INDEX "IX_Series_CleanTitle" ON "Series" ("CleanTitle" ASC)
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004560
15-2-3 20:39:58.4|Debug|MigrationLogger|CreateIndex Series (TvRageId)
15-2-3 20:39:58.4|Debug|MigrationLogger|CREATE INDEX "IX_Series_TvRageId" ON "Series" ("TvRageId" ASC)
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004300
15-2-3 20:39:58.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (45, '2015-02-04T02:39:58', 'add_indexes')
15-2-3 20:39:58.4|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.4|Debug|MigrationLogger|45: add_indexes migrated
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0102660
15-2-3 20:39:58.4|Info|MigrationLogger|*** 46: fix_nzb_su_url migrating ***
15-2-3 20:39:58.4|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.4|Info|fix_nzb_su_url|Starting migration  to 46
15-2-3 20:39:58.4|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Indexers SET Settings = replace(Settings, '//nzb.su', '//api.nzb.su')WHERE Implementation = 'Newznab'AND Settings LIKE '%//nzb.su%'
15-2-3 20:39:58.4|Debug|MigrationLogger|UPDATE Indexers SET Settings = replace(Settings, '//nzb.su', '//api.nzb.su')WHERE Implementation = 'Newznab'AND Settings LIKE '%//nzb.su%'
15-2-3 20:39:58.4|Debug|MigrationLogger|Took: 00:00:00.0004660
15-2-3 20:39:58.4|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (46, '2015-02-04T02:39:58', 'fix_nzb_su_url')
15-2-3 20:39:58.4|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.5|Debug|MigrationLogger|46: fix_nzb_su_url migrated
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0097030
15-2-3 20:39:58.5|Info|MigrationLogger|*** 47: add_temporary_blacklist_columns migrating ***
15-2-3 20:39:58.5|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.5|Info|add_temporary_blacklist_columns|Starting migration  to 47
15-2-3 20:39:58.5|Debug|MigrationLogger|AlterTable Blacklist
15-2-3 20:39:58.5|Debug|MigrationLogger|
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0001730
15-2-3 20:39:58.5|Debug|MigrationLogger|CreateColumn Blacklist PublishedDate DateTime
15-2-3 20:39:58.5|Debug|MigrationLogger|ALTER TABLE "Blacklist" ADD COLUMN "PublishedDate" DATETIME
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0005050
15-2-3 20:39:58.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (47, '2015-02-04T02:39:58', 'add_temporary_blacklist_columns')
15-2-3 20:39:58.5|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.5|Debug|MigrationLogger|47: add_temporary_blacklist_columns migrated
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0048960
15-2-3 20:39:58.5|Info|MigrationLogger|*** 48: add_title_to_scenemappings migrating ***
15-2-3 20:39:58.5|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.5|Info|add_title_to_scenemappings|Starting migration  to 48
15-2-3 20:39:58.5|Debug|MigrationLogger|AlterTable SceneMappings
15-2-3 20:39:58.5|Debug|MigrationLogger|
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0001870
15-2-3 20:39:58.5|Debug|MigrationLogger|CreateColumn SceneMappings Title String
15-2-3 20:39:58.5|Debug|MigrationLogger|ALTER TABLE "SceneMappings" ADD COLUMN "Title" TEXT
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0004740
15-2-3 20:39:58.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (48, '2015-02-04T02:39:58', 'add_title_to_scenemappings')
15-2-3 20:39:58.5|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.5|Debug|MigrationLogger|48: add_title_to_scenemappings migrated
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0093120
15-2-3 20:39:58.5|Info|MigrationLogger|*** 49: fix_dognzb_url migrating ***
15-2-3 20:39:58.5|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.5|Info|fix_dognzb_url|Starting migration  to 49
15-2-3 20:39:58.5|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Indexers SET Settings = replace(Settings, '//dognzb.cr', '//api.dognzb.cr')WHERE Implementation = 'Newznab'AND Settings LIKE '%//dognzb.cr%'
15-2-3 20:39:58.5|Debug|MigrationLogger|UPDATE Indexers SET Settings = replace(Settings, '//dognzb.cr', '//api.dognzb.cr')WHERE Implementation = 'Newznab'AND Settings LIKE '%//dognzb.cr%'
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0004940
15-2-3 20:39:58.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (49, '2015-02-04T02:39:58', 'fix_dognzb_url')
15-2-3 20:39:58.5|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.5|Debug|MigrationLogger|49: fix_dognzb_url migrated
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0071950
15-2-3 20:39:58.5|Info|MigrationLogger|*** 50: add_hash_to_metadata_files migrating ***
15-2-3 20:39:58.5|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.5|Info|add_hash_to_metadata_files|Starting migration  to 50
15-2-3 20:39:58.5|Debug|MigrationLogger|AlterTable MetadataFiles
15-2-3 20:39:58.5|Debug|MigrationLogger|
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0001740
15-2-3 20:39:58.5|Debug|MigrationLogger|CreateColumn MetadataFiles Hash String
15-2-3 20:39:58.5|Debug|MigrationLogger|ALTER TABLE "MetadataFiles" ADD COLUMN "Hash" TEXT
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0004960
15-2-3 20:39:58.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (50, '2015-02-04T02:39:58', 'add_hash_to_metadata_files')
15-2-3 20:39:58.5|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.5|Debug|MigrationLogger|50: add_hash_to_metadata_files migrated
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0159040
15-2-3 20:39:58.5|Info|MigrationLogger|*** 51: download_client_import migrating ***
15-2-3 20:39:58.5|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.5|Info|download_client_import|Starting migration  to 51
15-2-3 20:39:58.5|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.5|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0006530
15-2-3 20:39:58.5|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.5|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0014710
15-2-3 20:39:58.5|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.5|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0035320
15-2-3 20:39:58.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (51, '2015-02-04T02:39:58', 'download_client_import')
15-2-3 20:39:58.5|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.5|Debug|MigrationLogger|51: download_client_import migrated
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0079610
15-2-3 20:39:58.5|Info|MigrationLogger|*** 52: add_columns_for_anime migrating ***
15-2-3 20:39:58.5|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.5|Info|add_columns_for_anime|Starting migration  to 52
15-2-3 20:39:58.5|Debug|MigrationLogger|AlterTable SceneMappings
15-2-3 20:39:58.5|Debug|MigrationLogger|
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0001900
15-2-3 20:39:58.5|Debug|MigrationLogger|CreateColumn SceneMappings Type String
15-2-3 20:39:58.5|Debug|MigrationLogger|ALTER TABLE "SceneMappings" ADD COLUMN "Type" TEXT
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0004670
15-2-3 20:39:58.5|Debug|MigrationLogger|ExecuteSqlStatement DELETE FROM SceneMappings
15-2-3 20:39:58.5|Debug|MigrationLogger|DELETE FROM SceneMappings
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0002530
15-2-3 20:39:58.5|Debug|MigrationLogger|AlterTable NamingConfig
15-2-3 20:39:58.5|Debug|MigrationLogger|
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0001680
15-2-3 20:39:58.5|Debug|MigrationLogger|CreateColumn NamingConfig AnimeEpisodeFormat String
15-2-3 20:39:58.5|Debug|MigrationLogger|ALTER TABLE "NamingConfig" ADD COLUMN "AnimeEpisodeFormat" TEXT
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0004910
15-2-3 20:39:58.5|Debug|MigrationLogger|ExecuteSqlStatement UPDATE NamingConfig SET AnimeEpisodeFormat = StandardEpisodeFormat
15-2-3 20:39:58.5|Debug|MigrationLogger|UPDATE NamingConfig SET AnimeEpisodeFormat = StandardEpisodeFormat
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0003290
15-2-3 20:39:58.5|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (52, '2015-02-04T02:39:58', 'add_columns_for_anime')
15-2-3 20:39:58.5|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.5|Debug|MigrationLogger|52: add_columns_for_anime migrated
15-2-3 20:39:58.5|Debug|MigrationLogger|Took: 00:00:00.0125540
15-2-3 20:39:58.5|Info|MigrationLogger|*** 53: add_series_sorttitle migrating ***
15-2-3 20:39:58.5|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.5|Info|add_series_sorttitle|Starting migration  to 53
15-2-3 20:39:58.5|Debug|MigrationLogger|CreateColumn Series SortTitle String
15-2-3 20:39:58.5|Debug|MigrationLogger|ALTER TABLE "Series" ADD COLUMN "SortTitle" TEXT
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0005610
15-2-3 20:39:58.6|Debug|MigrationLogger|PerformDBOperation 
15-2-3 20:39:58.6|Debug|MigrationLogger|Performing DB Operation
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0005070
15-2-3 20:39:58.6|Debug|MigrationLogger|INSERT INTO "VersionInfo" ("Version", "AppliedOn", "Description") VALUES (53, '2015-02-04T02:39:58', 'add_series_sorttitle')
15-2-3 20:39:58.6|Debug|MigrationLogger|Committing Transaction
15-2-3 20:39:58.6|Debug|MigrationLogger|53: add_series_sorttitle migrated
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0099010
15-2-3 20:39:58.6|Info|MigrationLogger|*** 54: rename_profiles migrating ***
15-2-3 20:39:58.6|Debug|MigrationLogger|Beginning Transaction
15-2-3 20:39:58.6|Info|rename_profiles|Starting migration  to 54
15-2-3 20:39:58.6|Debug|MigrationLogger|RenameTable QualityProfiles Profiles
15-2-3 20:39:58.6|Debug|MigrationLogger|ALTER TABLE "QualityProfiles" RENAME TO "Profiles"
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0006010
15-2-3 20:39:58.6|Debug|MigrationLogger|AlterTable Profiles
15-2-3 20:39:58.6|Debug|MigrationLogger|
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0001740
15-2-3 20:39:58.6|Debug|MigrationLogger|CreateColumn Profiles Language Int32
15-2-3 20:39:58.6|Debug|MigrationLogger|ALTER TABLE "Profiles" ADD COLUMN "Language" INTEGER
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0004670
15-2-3 20:39:58.6|Debug|MigrationLogger|AlterTable Profiles
15-2-3 20:39:58.6|Debug|MigrationLogger|
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0001730
15-2-3 20:39:58.6|Debug|MigrationLogger|CreateColumn Profiles GrabDelay Int32
15-2-3 20:39:58.6|Debug|MigrationLogger|ALTER TABLE "Profiles" ADD COLUMN "GrabDelay" INTEGER
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0004650
15-2-3 20:39:58.6|Debug|MigrationLogger|AlterTable Profiles
15-2-3 20:39:58.6|Debug|MigrationLogger|
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0001700
15-2-3 20:39:58.6|Debug|MigrationLogger|CreateColumn Profiles GrabDelayMode Int32
15-2-3 20:39:58.6|Debug|MigrationLogger|ALTER TABLE "Profiles" ADD COLUMN "GrabDelayMode" INTEGER
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0004900
15-2-3 20:39:58.6|Debug|MigrationLogger|ExecuteSqlStatement UPDATE Profiles SET Language = 1, GrabDelay = 0, GrabDelayMode = 0
15-2-3 20:39:58.6|Debug|MigrationLogger|UPDATE Profiles SET Language = 1, GrabDelay = 0, GrabDelayMode = 0
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0003320
15-2-3 20:39:58.6|Debug|MigrationLogger|AlterTable Series
15-2-3 20:39:58.6|Debug|MigrationLogger|
15-2-3 20:39:58.6|Debug|MigrationLogger|Took: 00:00:00.0001890
15-2-3 20:39:58.6|Debug|MigrationLogger|CreateColumn Series ProfileId Int32
